,right_r2,left_r2,mean_r2,fold1_r2,fold2_r2,fold3_r2,fold4_r2,fold5_r2,right_mape,left_mape,mean_mape,fold1_mape,fold2_mape,fold3_mape,fold4_mape,fold5_mape,right_mse,left_mse,mean_mse,fold1_mse,fold2_mse,fold3_mse,fold4_mse,fold5_mse,parameter,model,window
10,-0.014269649592663053,-0.17264095325119297,-0.09345530142192801,[-0.04728283],[-0.12527203],[-0.20037396],[-0.054877],[-0.03947069],1.0,8329554143559.832,32863317394273.234,[3.93374818e+13],[0.51915989],[5.01810996e+13],[2.40046914e+13],[5.07933142e+13],1.0,1.6143886143067991,1.9058164931209305,[1.84342558],[2.13772287],[1.56402406],[1.8079414],[2.17596856],Cтепень тяжести по КТ_dinam_fact,HistGradientBoostingRegressor on flat vector,1
11,0.20581472357770952,-0.003870893354248603,0.10097191511173045,[0.03365634],[0.25144151],[0.06374046],[0.12076721],[0.03525405],0.3069693400114474,0.23438415719060304,0.2706767486010252,[0.25791154],[0.26529913],[0.31562715],[0.28387063],[0.23067529],1.0,13285.229422902385,26441.796320044097,[14640.56605062],[24534.85921129],[25549.60552981],[45438.5135154],[22045.4372931],Лактатдегидрогеназа_dinam_fact,HistGradientBoostingRegressor on flat vector,1
12,0.7463511875719209,0.4554504571527034,0.6009008223623121,[0.70994403],[0.55277676],[0.75670169],[0.46038561],[0.52469602],0.10105564949775407,0.09347658715911579,0.09726611832843493,[0.09349819],[0.09916812],[0.09552792],[0.10190841],[0.09622796],1.0,2.7289611042349393,3.843297524754722,[4.12215127],[5.29025901],[3.76779246],[3.34939185],[2.68689304],PDW- Индекс расп.по объему тр._dinam_fact,HistGradientBoostingRegressor on flat vector,1
13,-0.10200571415536741,-0.16456722994793038,-0.1332864720516489,[-0.09479542],[-0.15542051],[-0.11430442],[-0.14932084],[-0.15259117],0.005219842532455263,0.004174837446407582,0.004697339989431422,[0.00457106],[0.00492463],[0.0053697],[0.00437223],[0.00424908],0.0704543386395739,0.04922591789965905,0.059840128269616474,[0.05910731],[0.06066466],[0.07485982],[0.05223201],[0.05233684],Температура_dinam_fact,HistGradientBoostingRegressor on flat vector,2
14,0.7269162467995068,-1.931608166606046,-0.6023459599032697,[-0.04394288],[-2.05475062],[0.50995032],[0.20109669],[-1.6240833],0.5546168173020353,0.3497400778491739,0.45217844757560455,[0.46680469],[0.59571643],[0.366237],[0.39427489],[0.43785922],1.0,-50.20004094466672,35.88500161364274,[3.03730246],[1.95443495],[1.08961571],[169.8285303],[3.51512465],Лимфоциты#_dinam_fact,HistGradientBoostingRegressor on flat vector,2
15,1.0,-8.340362738320069,-2.8958139422776403,[-0.1304088],[-10.93595476],[0.03525073],[-3.46918244],[0.02122556],1.0,0.20583997366501905,1.0543924833827987,[0.7025347],[2.36227401],[0.63519],[0.89814394],[0.67381977],1.0,3512.8151446412794,14763.101054652067,[8079.67046762],[19638.97164935],[27484.29007548],[2477.68686826],[16134.88621256],АСТ_dinam_fact,HistGradientBoostingRegressor on flat vector,2
16,-0.042867766228629194,-0.11589999662484801,-0.0793838814267386,[-0.0934966],[-0.12292453],[-0.07986569],[-0.06151502],[-0.03911756],1.0,1.0014741262259779,1.797751266724057,[1.39761391],[2.73508149],[2.19932125],[1.70153006],[0.95520962],1.0,229.39939355910553,299.0355686700886,[249.3779414],[373.69159825],[325.72948824],[321.09020131],[225.28861415],ЧСС_dinam_fact,HistGradientBoostingRegressor on flat vector,2
17,0.12393143531782641,-0.03688848267520783,0.04352147632130929,[0.02140321],[-0.06134949],[0.09350664],[0.11821296],[0.04583406],0.07752253480301077,0.06162987800877659,0.06957620640589368,[0.06874533],[0.08153689],[0.06667077],[0.063866],[0.06706204],1.0,0.5014554706284242,4.902508402550126,[2.8237802],[3.43710571],[3.67334849],[2.85896454],[11.71934307],ЧДД_dinam_fact,HistGradientBoostingRegressor on flat vector,2
18,0.5056735831794797,0.14904869139210639,0.3273611372857931,[0.22100499],[0.15696585],[0.44317499],[0.52933083],[0.28632903],0.6294001110573605,0.3000017294962216,0.46470092027679105,[0.37828647],[0.45192236],[0.70382532],[0.45597117],[0.33349928],1.0,22.24062406190678,56.18621745572379,[48.08457505],[101.65013362],[67.93856735],[33.95411763],[29.30369363],Билирубин общий_dinam_fact,HistGradientBoostingRegressor on flat vector,2
19,0.8819190334715551,0.49381596058074695,0.687867497026151,[0.78120353],[0.40339603],[0.7438572],[0.83312613],[0.67775459],0.09743140873727912,0.04357821317323757,0.07050481095525835,[0.07141629],[0.10964807],[0.06633588],[0.05226901],[0.05285481],1.0,0.289441382168925,0.7792344685871975,[0.71804457],[1.5168278],[0.66755882],[0.44041267],[0.55332849],MPV- Средн.объем тромбоцитов_dinam_fact,HistGradientBoostingRegressor on flat vector,2
20,0.4337982986200437,0.28060945173195184,0.3572038751759978,[0.38458472],[0.2445981],[0.40526732],[0.35003279],[0.40153644],0.3646857914330612,0.2503086648642348,0.307497228148648,[0.28348488],[0.39506207],[0.29055591],[0.29605256],[0.27233072],0.007052071618473552,0.004214430195983623,0.005633250907228588,[0.00511352],[0.00777325],[0.0046021],[0.0053951],[0.00528229],PCT- Тромбокрит_dinam_fact,HistGradientBoostingRegressor on flat vector,2
21,0.4964361702045386,0.33627608660372627,0.41635612840413244,[0.38633174],[0.36222275],[0.42450213],[0.53380514],[0.37491888],0.4354677971556864,0.4048402895139288,0.4201540433348076,[0.42900894],[0.39897832],[0.42186167],[0.41759508],[0.43332621],1.0,77.29141113821083,95.98931462180653,[84.79389508],[113.05917248],[106.5755905],[101.79283924],[73.72507581],Лимфоциты%_dinam_fact,HistGradientBoostingRegressor on flat vector,2
22,0.9487125728269878,0.7466362532291089,0.8476744130280484,[0.84981077],[0.87919738],[0.78412506],[0.74989176],[0.97534709],1.0,79996722829929.77,168385344886752.0,[1.63318011e+14],[3.00469246e+14],[1.06741664e+14],[1.24800906e+14],[1.46596897e+14],0.062170411723809785,0.00998513940857658,0.03607777556619318,[0.06420593],[0.03809554],[0.04691065],[0.02800608],[0.00317068],снижение_сознания_dinam_fact,HistGradientBoostingRegressor on flat vector,2
23,-0.08287232884371248,-0.25423305641687766,-0.16855269263029507,[-0.11521995],[-0.16757115],[-0.29683548],[-0.14110204],[-0.12203485],1.0,-8347714971449.414,35559040557768.91,[3.83610324e+13],[0.45921385],[9.16780248e+13],[0.35334303],[4.77561456e+13],1.0,1.3104248192116321,1.706193453914759,[1.77966077],[2.00262821],[1.21321742],[1.51257549],[2.02288538],Cтепень тяжести по КТ_dinam_fact,HistGradientBoostingRegressor on flat vector,2
24,0.32136529323816887,0.16119957903932655,0.24128243613874772,[0.13181233],[0.24105123],[0.24943514],[0.32525795],[0.25885554],0.26484853101238814,0.2066636564351624,0.23575609372377526,[0.2486119],[0.24773726],[0.25282465],[0.23807888],[0.19152778],1.0,-294.72374883729753,16094.541082848042,[10320.31240701],[41480.89032212],[9206.56272036],[11574.62072166],[7890.31924309],Лактатдегидрогеназа_dinam_fact,HistGradientBoostingRegressor on flat vector,2
25,0.754477626851501,0.4818129933724562,0.6181453101119786,[0.72971705],[0.60377371],[0.74887277],[0.4878183],[0.52054473],0.1013722641038927,0.08805121703446071,0.09471174056917671,[0.09274102],[0.08981363],[0.09029561],[0.10376149],[0.09694695],1.0,2.682116059119104,3.523662997934448,[3.66218976],[4.58288632],[3.57387456],[3.23219726],[2.56716709],PDW- Индекс расп.по объему тр._dinam_fact,HistGradientBoostingRegressor on flat vector,2
26,-0.056707393039081705,-0.30185365899711813,-0.1792805260180999,[-0.05572341],[-0.12244313],[-0.20071728],[-0.34207585],[-0.17544296],0.004877371148980835,0.004222938908405761,0.004550155028693298,[0.00461465],[0.00449609],[0.00497311],[0.0044821],[0.00418483],0.07873299145943398,0.0402238121461828,0.05947840180280839,[0.07613261],[0.04847337],[0.07938319],[0.04738494],[0.04601791],Температура_dinam_fact,HistGradientBoostingRegressor on flat vector,3
27,-1.2748157029463547,-11.788020165429046,-6.531417934187701,[-10.33371995],[-11.43432171],[-5.16492562],[-0.00362512],[-5.72049727],0.8986874760806235,0.49569229392923353,0.6971898850049285,[0.86535317],[0.82153485],[0.69563823],[0.41603474],[0.68738843],1.0,-117.5620516200501,84.9352952033982,[6.37816781],[8.18470064],[4.90547729],[400.02644853],[5.18168174],Лимфоциты#_dinam_fact,HistGradientBoostingRegressor on flat vector,3
28,1.0,-17.89346423359779,-7.472845428789705,[-20.82163259],[-12.56809517],[0.02245398],[-4.04748766],[0.0505343],1.0,-0.0446764581934076,1.5616596683431352,[1.34944481],[3.96912244],[0.59658773],[1.32131075],[0.5718326],1.0,2534.73718823327,24564.416808778544,[6991.95030126],[31948.36293181],[39854.87446946],[1292.16423223],[42734.73210913],АСТ_dinam_fact,HistGradientBoostingRegressor on flat vector,3
29,-0.02926661743014057,-0.2501371687334901,-0.13970189308181535,[-0.17928983],[-0.22602569],[-0.12221058],[-0.18968105],[0.01869768],1.0,1.8258159148638864,2.681755657544219,[2.13969755],[3.26706367],[3.38380479],[2.94567019],[1.67254209],1.0,307.4632964120305,403.1016291472087,[376.48186173],[439.4737259],[456.61949279],[473.41476324],[269.51830207],ЧСС_dinam_fact,HistGradientBoostingRegressor on flat vector,3
30,0.2625356233818353,0.07880462684837991,0.1706701251151076,[0.09941201],[0.14754511],[0.10760349],[0.2072174],[0.29157263],0.07074736426197441,0.05681165868493234,0.06377951147345337,[0.06687157],[0.07285475],[0.06104528],[0.05782601],[0.06029995],1.0,1.4279081736848862,2.847143710098691,[2.70176398],[2.60322912],[4.9710879],[1.98885333],[1.97078422],ЧДД_dinam_fact,HistGradientBoostingRegressor on flat vector,3
31,0.7012353181902752,0.21686857396626955,0.4590519460782724,[0.43817951],[0.14210132],[0.52086975],[0.72881044],[0.46529871],0.5212472117540129,0.3965948324924442,0.45892102212322855,[0.38161969],[0.51666043],[0.42839986],[0.49541432],[0.47251081],1.0,5.7530373791500296,73.72772788048295,[59.57409242],[173.17115015],[76.59288062],[28.70244822],[30.59806799],Билирубин общий_dinam_fact,HistGradientBoostingRegressor on flat vector,3
32,0.7499929089909201,0.5121463911821473,0.6310696500865337,[0.71092131],[0.49895779],[0.72531495],[0.67794548],[0.54220872],0.09655924023888178,0.05013748508192124,0.07334836266040151,[0.07871464],[0.10398899],[0.06772804],[0.06736663],[0.04894352],1.0,0.4097480419136059,0.841005741422036,[0.83335685],[1.47770142],[0.62435304],[0.74772398],[0.52189341],MPV- Средн.объем тромбоцитов_dinam_fact,HistGradientBoostingRegressor on flat vector,3
33,0.30764844097445493,0.06773668458926234,0.18769256278185864,[0.27575652],[0.08117861],[0.13642994],[0.12407566],[0.32102208],0.4186447433403039,0.2526539917924314,0.33564936756636765,[0.36647955],[0.44671749],[0.29407666],[0.30549873],[0.2654744],0.006167908340053722,0.003016706738717138,0.00459230753938543,[0.00524426],[0.00660293],[0.00371359],[0.00428472],[0.00311603],PCT- Тромбокрит_dinam_fact,HistGradientBoostingRegressor on flat vector,3
34,0.46279331854225825,0.2120103477843317,0.337401833163295,[0.31970449],[0.32179046],[0.36320736],[0.49336652],[0.18894034],0.48973128957444845,0.3652293755743843,0.42748033257441637,[0.45549961],[0.33467357],[0.47347509],[0.43247928],[0.44127413],1.0,62.36910394941465,114.49016541958437,[96.08514423],[93.24352715],[89.83791412],[195.41153485],[97.87270675],Лимфоциты%_dinam_fact,HistGradientBoostingRegressor on flat vector,3
35,0.9581104533168923,0.767766053340988,0.8629382533289401,[0.93552457],[0.82263159],[0.80305176],[0.78576343],[0.96771992],1.0,117585487750345.22,185520208717010.78,[1.50841298e+14],[2.88016392e+14],[1.77663606e+14],[1.69700889e+14],[1.41378858e+14],0.08535600735058357,2.5452395069507083e-05,0.042690729872826544,[0.03113477],[0.10204114],[0.04952921],[0.02791215],[0.00283638],снижение_сознания_dinam_fact,HistGradientBoostingRegressor on flat vector,3
36,-0.0899787384548024,-0.29679164046291256,-0.1933851894588575,[-0.23717313],[-0.29053258],[-0.23966667],[-0.12568017],[-0.07387339],1.0,-3514872919370.625,66213239638485.35,[1.02776015e+14],[0.28543415],[1.16939805e+14],[0.35658456],[1.11350378e+14],1.0,1.3813131987899268,1.5514652190343823,[1.65205019],[1.39549731],[1.40994281],[1.56694225],[1.73289353],Cтепень тяжести по КТ_dinam_fact,HistGradientBoostingRegressor on flat vector,3
37,0.43099743080324737,0.10487387432477771,0.2679356525640125,[0.35229139],[0.28315225],[0.44809549],[0.15588056],[0.10025858],0.2972589084954138,0.21172481643443317,0.2544918624649235,[0.25593145],[0.29019137],[0.233255],[0.289447],[0.20363449],1.0,8052.001136932325,13335.60269984826,[8913.3167465],[19915.85620819],[16059.11037273],[11968.64909639],[9821.08107544],Лактатдегидрогеназа_dinam_fact,HistGradientBoostingRegressor on flat vector,3
38,0.7658756913731858,0.41882521431933795,0.5923504528462619,[0.76126027],[0.5508688],[0.73824015],[0.42214953],[0.48923351],0.1185680681924978,0.09336399827653064,0.10596603323451421,[0.09482952],[0.10927437],[0.10274565],[0.12320138],[0.09977924],1.0,2.3926867515769916,3.8892184715937086,[3.43329977],[5.68508434],[3.71941514],[4.45134672],[2.15694639],PDW- Индекс расп.по объему тр._dinam_fact,HistGradientBoostingRegressor on flat vector,3
39,-0.19662743513942232,-0.7690591235430382,-0.4828432793412303,[-0.18414955],[-0.68014991],[-0.68577964],[-0.24042137],[-0.62371592],0.0062351344265046725,0.004616867876330483,0.005426001151417578,[0.00601645],[0.00472967],[0.00631211],[0.0052069],[0.00486487],0.1447033175964261,0.034283448209695914,0.08949338290306101,[0.17130112],[0.05089402],[0.09110702],[0.07133801],[0.06282674],Температура_dinam_fact,HistGradientBoostingRegressor on flat vector,4
40,-5.345284895488167,-35.73482662046469,-20.540055757976425,[-18.71122457],[-35.54717631],[-20.78022556],[-0.04386507],[-27.61778728],1.0,0.7453372614100032,1.4737819751829455,[1.59556406],[2.06445309],[1.79834473],[0.40787589],[1.5026721],1.0,-192.87612513133098,152.45663507727159,[7.05158562],[25.56246157],[22.90114358],[689.66764173],[17.10034289],Лимфоциты#_dinam_fact,HistGradientBoostingRegressor on flat vector,4
41,1.0,-15.135991312172285,-6.101539773140635,[-18.58398862],[-1.58596709],[-0.01052924],[-9.16236814],[-1.16484578],1.0,0.8408677612699489,2.0387132141951234,[2.70279786],[3.21900098],[0.862566],[2.37620929],[1.03299195],1.0,-19125.602601482096,23895.706175358755,[11368.46875168],[13772.80038313],[90161.55876018],[2365.4062285],[1810.2967533],АСТ_dinam_fact,HistGradientBoostingRegressor on flat vector,4
42,-0.20195265166246934,-0.49901004094555257,-0.35048134630401095,[-0.42424966],[-0.43208984],[-0.27222074],[-0.1609744],[-0.46287209],1.0,1.5069748841479043,2.895854854926741,[1.79600617],[3.53005731],[2.99118936],[4.52130626],[1.64071518],1.0,370.3518075211167,485.9393977181271,[475.40826882],[482.97360149],[455.38352746],[646.55566227],[369.37592855],ЧСС_dinam_fact,HistGradientBoostingRegressor on flat vector,4
43,0.3110433075980773,-0.1453220015690829,0.0828606530144972,[-0.21723172],[0.03587815],[0.22887984],[0.07431223],[0.29246477],0.08027939026763553,0.05925238866191371,0.06976588946477462,[0.07682947],[0.08195184],[0.06592652],[0.06321875],[0.06090287],1.0,1.7058069069535375,2.882957273106216,[4.36385804],[3.48854601],[2.53342262],[2.0565488],[1.9724109],ЧДД_dinam_fact,HistGradientBoostingRegressor on flat vector,4
44,0.7724044833579319,-0.787765635561109,-0.007680576101588565,[0.18790549],[-0.65613022],[0.72802539],[0.48407764],[-0.78228119],0.9688394000102191,0.34453619642170275,0.6566877982159609,[0.4250612],[0.72693647],[0.41424766],[0.63948675],[1.07770692],1.0,1.2593492723823942,63.59326291953706,[157.29781709],[37.17924552],[18.533397],[53.97727251],[50.97858247],Билирубин общий_dinam_fact,HistGradientBoostingRegressor on flat vector,4
45,0.6543443140816004,0.31840333857794667,0.48637382632977355,[0.54448103],[0.25742349],[0.5854917],[0.42948999],[0.61498293],0.115886083880237,0.0486044368275542,0.0822452603538956,[0.09252296],[0.12513451],[0.06656255],[0.07980826],[0.04719802],1.0,0.24222377285190588,1.1893689988229506,[1.28620095],[2.50229155],[0.70254456],[1.12737253],[0.3284354],MPV- Средн.объем тромбоцитов_dinam_fact,HistGradientBoostingRegressor on flat vector,4
46,0.3572074141109574,0.02431724629067078,0.1907623302008141,[0.32597867],[-0.01309622],[0.24009425],[0.09700252],[0.30383244],0.5092904071992035,0.22804356946479562,0.36866698833199957,[0.54145687],[0.44698342],[0.30837593],[0.30505927],[0.24145944],0.006569899498125506,0.002796903143268365,0.004683401320696935,[0.00364472],[0.00743606],[0.00420269],[0.00481645],[0.00331709],PCT- Тромбокрит_dinam_fact,HistGradientBoostingRegressor on flat vector,4
47,0.5073354500510601,-0.12966815741779733,0.18883364631663135,[0.0936205],[-0.20434659],[0.49578027],[0.40743043],[0.15168363],0.5287927717043013,0.3359578693447371,0.4323753205245192,[0.57080392],[0.43884447],[0.35754864],[0.37637904],[0.41830053],1.0,67.04593621890054,162.70893010390722,[138.0246776],[147.27460456],[90.97185138],[306.52544127],[130.74807571],Лимфоциты%_dinam_fact,HistGradientBoostingRegressor on flat vector,4
48,1.0,0.33577601670160045,0.7222195791801285,[0.9101706],[0.84559948],[0.76553519],[0.13459803],[0.9551946],1.0,144322811485607.2,257827533520029.4,[1.99927476e+14],[3.31059452e+14],[1.5846367e+14],[3.9169818e+14],[2.07988889e+14],0.1145544495720815,0.009956895010184007,0.062255672291132755,[0.06737205],[0.13104982],[0.06060626],[0.04741014],[0.00484009],снижение_сознания_dinam_fact,HistGradientBoostingRegressor on flat vector,4
49,-0.12476049999955977,-0.5224502995801663,-0.323605399789863,[-0.32213],[-0.57770619],[-0.18643094],[-0.38758096],[-0.14417891],1.0,-59906425635240.734,103885582375958.28,[0.33517998],[0.18434217],[2.48361839e+14],[0.47173804],[2.71066073e+14],1.0,0.9488477535357417,1.475092801484724,[1.4687783],[0.90937232],[1.38325397],[2.1873672],[1.42669222],Cтепень тяжести по КТ_dinam_fact,HistGradientBoostingRegressor on flat vector,4
50,0.560914745911714,0.22111316686094437,0.3910139563863292,[0.51080906],[0.38614208],[0.56365536],[0.21687748],[0.27758581],0.23079193818356525,0.1920360005202459,0.21141396935190557,[0.21026821],[0.22860526],[0.21376614],[0.22044851],[0.18398172],1.0,6374.505931277395,7804.976452599503,[7729.49856368],[7331.05109471],[7163.656615],[9956.42867196],[6844.24731765],Лактатдегидрогеназа_dinam_fact,HistGradientBoostingRegressor on flat vector,4
51,0.7943810892105451,0.3798741711047572,0.5871276301576511,[0.8343851],[0.32987748],[0.62637456],[0.55344713],[0.59155388],0.1181180464420553,0.07878319178140118,0.09845061911172824,[0.07849562],[0.09900129],[0.12414117],[0.10210741],[0.08850762],1.0,1.384797844489062,3.36216937605915,[2.47251132],[5.6128648],[4.59428573],[2.80615818],[1.32502685],PDW- Индекс расп.по объему тр._dinam_fact,HistGradientBoostingRegressor on flat vector,4
52,0.12888671796063222,-0.756356164743794,-0.31373472339158087,[0.12164315],[-0.44401589],[-0.85452602],[-0.37783628],[-0.01393857],0.005916654362433995,0.0045562405267479435,0.005236447444590969,[0.00510738],[0.00538199],[0.00512474],[0.00610429],[0.00446384],0.07932382673641508,0.043623826789525595,0.061473826762970335,[0.05728241],[0.06502983],[0.0582851],[0.08479473],[0.04197706],Температура_dinam_fact,HistGradientBoostingRegressor on flat vector,5
53,-5.743837404417455,-45.16371369588112,-25.453775550149288,[-34.57634571],[-19.24739067],[-45.56304217],[-0.0737764],[-27.8083228],1.0,0.6573064952615846,1.9334881016359877,[2.79457139],[1.45895223],[3.21569418],[0.41855741],[1.7796653],1.0,-213.27815451375002,175.62742948725742,[16.46231929],[14.01579219],[50.50486237],[780.1907578],[16.96341578],Лимфоциты#_dinam_fact,HistGradientBoostingRegressor on flat vector,5
54,1.0,-19.176535940613046,-7.773985550916027,[-1.19263738],[-0.06145827],[-20.01467089],[-17.13078224],[-0.47037897],1.0,0.8620961610388258,1.2245041007117385,[1.6109052],[0.81617104],[1.22210022],[1.4381412],[1.03520285],1.0,-2944.8550176992726,3911.8324277030933,[2438.89577995],[14501.87315324],[637.13843164],[684.0123583],[1297.24241539],АСТ_dinam_fact,HistGradientBoostingRegressor on flat vector,5
55,0.13370201169512674,-1.0267010694326952,-0.44649952886878425,[-0.15208504],[-0.10216191],[-1.33131679],[-0.3082943],[-0.3386396],1.0,-0.910573124180897,4.037572139539986,[0.17851107],[5.65052115],[0.16369489],[10.47970746],[3.71542613],1.0,179.72099717925045,638.8222380687184,[324.32392153],[651.09729889],[402.11572009],[1319.16041005],[497.41383979],ЧСС_dinam_fact,HistGradientBoostingRegressor on flat vector,5
56,0.2607057504555345,-0.09640470065186278,0.08215052490183586,[0.08511003],[0.15397454],[0.00721344],[-0.12479157],[0.28924618],0.09772435015030541,0.06709576074252953,0.08241005544641747,[0.10066433],[0.08892208],[0.08218809],[0.0741971],[0.06607867],1.0,1.972706547578034,3.560600221517415,[5.77407597],[3.77582026],[3.18672228],[2.99944419],[2.06693841],ЧДД_dinam_fact,HistGradientBoostingRegressor on flat vector,5
57,0.6368430455162185,-0.8720061479027491,-0.1175815511932653,[0.15386644],[-0.63268737],[0.6845912],[0.14361837],[-0.9372964],1.0,0.3468465719767683,0.6999746658272107,[0.45190998],[0.51008483],[0.47135343],[1.08523534],[0.98128975],1.0,-43.0167127862386,89.75335097126063,[294.51064331],[26.20075298],[28.2337547],[64.57467037],[35.24693349],Билирубин общий_dinam_fact,HistGradientBoostingRegressor on flat vector,5
58,0.5710549230648192,-0.14026091189715578,0.2153970055838317,[0.31342812],[0.04573676],[-0.23873831],[0.4799097],[0.47664876],0.15505619952422936,0.04666286812764983,0.1008595338259396,[0.13294716],[0.16536866],[0.07994731],[0.07712006],[0.04891448],1.0,0.35628072497016205,1.4101122506387642,[2.2445179],[2.48161456],[1.18325316],[0.73776977],[0.40340586],MPV- Средн.объем тромбоцитов_dinam_fact,HistGradientBoostingRegressor on flat vector,5
59,0.3513101662808514,-0.5629212842294847,-0.10580555897431668,[0.12771958],[-0.80685516],[0.06621368],[0.12313622],[-0.03924212],0.7739633725064757,0.05677223404895948,0.4153678032777176,[0.96267155],[0.30353627],[0.3636212],[0.24418871],[0.20282128],0.009928866981984539,0.002370480803782836,0.006149673892883688,[0.00622768],[0.0116634],[0.00543627],[0.0032562],[0.00416483],PCT- Тромбокрит_dinam_fact,HistGradientBoostingRegressor on flat vector,5
60,0.42102051527915646,-0.3521694019459661,0.03442555666659519,[0.2511403],[-0.54309467],[0.16415175],[0.26898728],[0.03094313],0.6705138226727854,0.312762385189429,0.4916381039311072,[0.76503603],[0.37816505],[0.43623414],[0.42081824],[0.45793706],1.0,71.22866945299597,219.55765942950353,[131.40431694],[119.9450703],[189.30076451],[438.60412778],[218.53401762],Лимфоциты%_dinam_fact,HistGradientBoostingRegressor on flat vector,5
