,right_r2,left_r2,mean_r2,fold1_r2,fold2_r2,fold3_r2,fold4_r2,fold5_r2,right_mape,left_mape,mean_mape,fold1_mape,fold2_mape,fold3_mape,fold4_mape,fold5_mape,right_mse,left_mse,mean_mse,fold1_mse,fold2_mse,fold3_mse,fold4_mse,fold5_mse,parameter,model,window
13,1.0,-1.7116100063871243e+23,-4.793644522680645e+22,[-2.39682226e+23],[-0.40496436],[-0.0403547],[-0.5938256],[-0.00205255],1.0,-741408447463.6082,472059736199.1858,[2.36029868e+12],[4.60697104],[2.63177792],[3.1670943],[2.00876488],1.0,-2.2093930251253612e+22,1.4067353725976655e+22,[7.03367686e+22],[0.18585443],[0.19514567],[0.72303254],[0.37269703],Температура_dinam_fact,LinearRegression on flatten vector,2
14,1.0,-1.319589254796803e+22,-3.6957261174215305e+21,[-1.84786306e+22],[-0.19752923],[0.09300792],[0.83698008],[0.19087775],1.0,-14079263720.456247,8964361744.866318,[4.48218087e+10],[3.79837646],[6.30415671],[3.79583141],[6.13570514],1.0,-5.481292695565343e+20,3.489975859761515e+20,[1.74498793e+21],[0.02626696],[0.06913262],[1.103125],[0.03995578],Лимфоциты#_dinam_fact,LinearRegression on flatten vector,2
15,1.0,-5.677271587340398e+21,-1.5900130138798348e+21,[-7.95006507e+21],[-1.64589443],[0.12749948],[-0.61180747],[0.1260488],1.0,-3488936865.343519,2221429536.9970827,[1.11071477e+10],[6.43958475],[12.88118267],[4.37641503],[2.41922329],1.0,-2.9867231098727637e+21,1.9016666564223115e+21,[9.50833328e+21],[0.84835116],[3.30407301],[0.25402678],[1.92431567],АСТ_dinam_fact,LinearRegression on flatten vector,2
16,1.0,-4.553101567959582e+22,-1.2751707638428944e+22,[-6.37585382e+22],[-0.05749786],[-0.07363097],[-0.41617622],[-0.00765632],1.0,-18580512934.250053,11830337336.536526,[5.91516867e+10],[2.48876608],[4.42192675],[1.94905343],[2.87208639],1.0,-1.3957698829736751e+22,8.886960554581118e+21,[4.44348028e+22],[1.07251818],[0.86444814],[1.44731189],[0.72690418],ЧСС_dinam_fact,LinearRegression on flatten vector,2
17,1.0,-1.759745429348066e+23,-4.9284556687726745e+22,[-2.46422783e+23],[0.24205225],[0.22636254],[-0.16572315],[0.09314909],1.0,-15664990221.128283,9974004472.639095,[4.98700223e+10],[14.60834807],[13.84552149],[19.15195555],[17.61341651],1.0,-2.319743720770871e+22,1.4769964013915306e+22,[7.38498201e+22],[0.19994909],[0.27406703],[0.24478883],[0.73864322],ЧДД_dinam_fact,LinearRegression on flatten vector,2
18,1.0,-6.659873209077853e+21,-1.8652067124701624e+21,[-9.32603356e+21],[0.16322449],[0.49461052],[0.26907676],[0.26042062],1.0,-11166741904.476946,7109939554.262301,[3.55496977e+10],[4.53454251],[4.69157019],[4.99538572],[15.15102907],1.0,-2.0204519718233466e+21,1.2864353354412054e+21,[6.43217668e+21],[1.01456369],[0.75387287],[0.47322471],[0.40240546],Билирубин общий_dinam_fact,LinearRegression on flatten vector,2
19,1.0,-3.2997088116885904e+22,-9.241375671190431e+21,[-4.62068784e+22],[0.2902875],[0.6034832],[0.55485218],[0.52952606],1.0,-8883148352.830704,5655960204.984192,[2.8279801e+10],[4.43682685],[4.20885933],[6.44479875],[6.27938404],1.0,-1.250098039365966e+22,7.959458146163524e+21,[3.97972907e+22],[0.53049239],[0.31443216],[0.34970044],[0.25964542],MPV- Средн.объем тромбоцитов_dinam_fact,LinearRegression on flatten vector,2
20,1.0,-6.509177564359193e+21,-1.823001925795525e+21,[-9.11500963e+21],[0.24776247],[0.34134252],[0.28026279],[0.37482626],1.0,-3456228903.25986,2200604152.3130856,[1.10030207e+10],[2.03426379],[2.99175351],[3.67522686],[3.65712403],1.0,-1.7315396993129314e+21,1.1024829518244804e+21,[5.51241476e+21],[0.58986074],[0.3994019],[0.48047916],[0.4325474],PCT- Тромбокрит_dinam_fact,LinearRegression on flatten vector,2
21,1.0,-2.3928074393287507e+23,-6.701449648322207e+22,[-3.35072482e+23],[0.27796718],[0.2880645],[0.2842861],[0.35927451],1.0,-15734052756.74464,10017977035.821657,[5.00898852e+10],[4.66685166],[3.97359356],[2.03405764],[13.19623075],1.0,-7.042026266294295e+22,4.483705402752401e+22,[2.2418527e+23],[0.62960095],[0.67530297],[0.83909933],[0.39057671],Лимфоциты%_dinam_fact,LinearRegression on flatten vector,2
22,1.0,-2.1074376196325725e+21,-5.902224668320806e+20,[-2.95111233e+21],[0.91174436],[0.78967391],[0.71055673],[0.99181422],1.0,-3407884553.465831,2169822975.619256,[1.08491149e+10],[0.3817287],[0.23317228],[0.27466488],[0.21698377],1.0,-1.8210643825500828e+21,1.1594839186955315e+21,[5.79741959e+21],[0.12789481],[0.21002694],[0.14893628],[0.00483791],снижение_сознания_dinam_fact,LinearRegression on flatten vector,2
23,1.0,-1.27487389130967e+23,-3.5704934087671694e+22,[-1.7852467e+23],[-0.15736581],[-0.19037292],[-0.11094305],[-0.00525411],1.0,-8160882279.103429,5196088539.059994,[2.59804427e+10],[0.77880693],[0.64360045],[0.68987842],[0.66718173],1.0,-3.630884918264677e+22,2.311808804621574e+22,[1.1559044e+23],[0.80544261],[0.45183906],[0.59749098],[0.73533929],Cтепень тяжести по КТ_dinam_fact,LinearRegression on flatten vector,2
24,1.0,-2.792689445085943e+22,-7.821384785101818e+21,[-3.91069239e+22],[-0.5421726],[0.19052262],[0.17580824],[0.13261477],1.0,-8916804319.894955,5677389199.428823,[2.83869459e+10],[18.40088167],[2.79062507],[31.1454944],[3.86918799],1.0,-9.715276942814952e+21,6.185782056257212e+21,[3.09289103e+22],[0.54228491],[1.499385],[0.32182633],[1.08860868],Лактатдегидрогеназа_dinam_fact,LinearRegression on flatten vector,2
25,1.0,-8.917163470575461e+22,-2.497397869202685e+22,[-1.24869893e+23],[0.4001897],[0.61076432],[0.22306627],[0.41307549],1.0,-20898579038.956665,13306265590.90982,[6.65313279e+10],[2.46933111],[5.79492389],[3.57904023],[5.73713529],1.0,-2.853478261824469e+22,1.8168287670860295e+22,[9.08414384e+22],[0.45376365],[0.35452931],[0.35419572],[0.2499897],PDW- Индекс расп.по объему тр._dinam_fact,LinearRegression on flatten vector,2
26,-0.08908829365182144,-0.5219419821280655,-0.3055151378899435,[-0.04145039],[-0.48479861],[-0.44269777],[-0.37857892],[-0.18005],1.0,1.916639660672566,4.572398512977745,[5.90378442],[7.74704843],[4.27566177],[2.99178556],[1.9437124],0.5611950453683394,0.146571221192277,0.3538831332803082,[0.38887583],[0.11198409],[0.26772176],[0.6003514],[0.40048259],Температура_dinam_fact,LinearRegression on flatten vector,3
27,0.2499583847982909,-2.304997601444204,-1.0275196083229565,[-1.0867308],[-1.30465207],[-2.64802784],[0.34990984],[-0.44809717],1.0,1.6355033643532457,4.899408854690357,[9.37214222],[2.75601653],[2.96069314],[6.08415419],[3.32403819],1.0,-2.3260040708684113,1.5932250394575884,[0.03888842],[0.04932426],[0.13125886],[7.69146025],[0.05519341],Лимфоциты#_dinam_fact,LinearRegression on flatten vector,3
28,1.0,-4.559707047048182,-1.7180516364072416,[-0.49626345],[-3.02815878],[0.22886801],[-5.45035492],[0.15565096],1.0,3.4844706240885324,7.106815496672122,[5.96545548],[11.16967597],[4.22282588],[9.69446035],[4.48165981],1.0,0.43878199485081537,2.398324681417945,[0.61516418],[2.30854607],[3.73350139],[0.86347743],[4.47093434],АСТ_dinam_fact,LinearRegression on flatten vector,3
29,0.42654652836057616,-1.4950648533700508,-0.5342591625047373,[-0.07615108],[-0.16725623],[-0.32781407],[-2.01824395],[-0.08183049],1.0,3.2505656465654926,3.7716745211546354,[3.4879838],[3.19851574],[4.19094546],[3.72457606],[4.25635155],1.0,0.006437637716296907,1.8339825081191732,[1.05644817],[1.26862618],[1.2249521],[4.66854209],[0.95134399],ЧСС_dinam_fact,LinearRegression on flatten vector,3
30,0.9220849126484977,-1.0151210345929562,-0.04651806097222927,[0.35148533],[0.42093781],[0.28596822],[-1.54953856],[0.2585569],1.0,7.104748845257493,19.138701502241787,[19.06059031],[13.17148888],[9.62075822],[36.69273887],[17.14793124],0.7256794911760098,-0.03044883837312734,0.3476153264014412,[0.18404804],[0.18191744],[0.21471277],[0.93502696],[0.22237142],ЧДД_dinam_fact,LinearRegression on flatten vector,3
31,0.3995585399219861,-0.10482755210813288,0.1473654939069266,[0.36249632],[0.22756718],[-0.03551796],[-0.13248688],[0.3147688],1.0,-16.742774714988204,20.228850986666146,[5.73125789],[5.50076865],[5.17874704],[6.98734285],[77.7461385],1.0,0.5079650842063502,1.1348386006038464,[0.62187544],[1.42367803],[1.83796357],[1.23719477],[0.55348119],Билирубин общий_dinam_fact,LinearRegression on flatten vector,3
32,1.0,-2.8294007395409206,-0.4828142161085922,[0.53530457],[0.38360476],[0.54422681],[-4.12785403],[0.25064681],1.0,1.1153728367847604,7.755596818655379,[3.66094822],[6.38183186],[2.66402257],[17.10499651],[8.96618493],1.0,-0.49719258558411583,0.911327982783684,[0.35237229],[0.46620229],[0.34036404],[3.10023895],[0.29746235],MPV- Средн.объем тромбоцитов_dinam_fact,LinearRegression on flatten vector,3
33,0.2312948252720705,-0.038202676321081735,0.09654607447549438,[0.29236523],[0.08081519],[0.06208588],[0.07154584],[-0.02408175],1.0,-45.62030876914363,35.65289110427004,[162.07814311],[1.73897577],[3.09296571],[4.80389755],[6.55047339],0.48615376790716336,0.35055290921296267,0.418353338560063,[0.3673769],[0.51188569],[0.36924503],[0.42979557],[0.41346351],PCT- Тромбокрит_dinam_fact,LinearRegression on flatten vector,3
34,0.5597742394930829,-0.7778355923647475,-0.10903067643583231,[0.3233108],[0.07578714],[0.0138053],[-1.12859509],[0.17053846],1.0,-2.619934995424229,7.879548989566875,[2.45305887],[6.77678282],[4.472519],[1.84715771],[23.84822654],1.0,-0.5045394298413282,1.2169368768142563,[0.44703531],[0.60721324],[0.67567738],[3.8901472],[0.46461125],Лимфоциты%_dinam_fact,LinearRegression on flatten vector,3
35,0.9790683614603981,0.7056693419003939,0.842368851680396,[0.92824755],[0.8416746],[0.80859951],[0.66381963],[0.96950297],0.5951568573440461,0.37298705990215364,0.4840719586230999,[0.58428467],[0.54282319],[0.41388417],[0.52625067],[0.35311708],0.370171100515414,0.03485369424879886,0.20251239738210644,[0.15922119],[0.41856439],[0.22118977],[0.20127263],[0.01231401],снижение_сознания_dinam_fact,LinearRegression on flatten vector,3
36,0.10265401369086763,-0.7016724830828496,-0.299509234695991,[-0.05938984],[-0.23402812],[-0.23186344],[-0.90645618],[-0.0658086],0.8998992041941584,0.6106051101025428,0.7552521571483506,[0.71918359],[0.69951109],[0.7218458],[0.97591568],[0.65980463],0.9486953506498504,0.4346760891458942,0.6916857198978723,[0.57397839],[0.54141722],[0.56846812],[1.07674232],[0.69782255],Cтепень тяжести по КТ_dinam_fact,LinearRegression on flatten vector,3
37,0.48550134644955656,-1.299844161184958,-0.40717140736770074,[-0.12483498],[-1.72940477],[0.0785969],[-0.44183026],[0.18161608],1.0,-8.779322022769984,14.836499753686873,[6.68002304],[51.40184067],[2.42891784],[5.72179601],[7.9499212],1.0,0.4887378138266597,1.419764892095006,[0.49092549],[1.21644233],[2.33766635],[0.87344853],[2.18034176],Лактатдегидрогеназа_dinam_fact,LinearRegression on flatten vector,3
38,1.0,-1.5212586608626422,-0.12126083791282416,[0.55439533],[0.34918892],[0.40020539],[-2.29521913],[0.3851253],1.0,1.9894789521107774,4.241832912717245,[2.53636165],[2.68427467],[3.34335041],[6.84874736],[5.79643047],1.0,-0.029859134619180105,0.673539631182501,[0.34880459],[0.47360691],[0.5255277],[1.75282282],[0.26693613],PDW- Индекс расп.по объему тр._dinam_fact,LinearRegression on flatten vector,3
39,1.0,-4.114283613256726e+19,-1.1522725991227998e+19,[-5.761363e+19],[-3.64047166],[-6.00436799],[-7.48947364],[-0.92112663],1.0,-63652606530.04591,40528041948.642235,[2.0264021e+11],[21.28125826],[11.83923709],[6.11589734],[4.41412117],1.0,-1.335692289909449e+19,8.504442486030683e+18,[4.25222124e+19],[0.28123919],[0.8864138],[4.37183175],[0.65341774],Температура_dinam_fact,LinearRegression on flatten vector,4
40,1.0,-1.591157912634043e+21,-4.45629868028068e+20,[-2.22814934e+21],[-3.62515268],[-0.94258872],[0.84258064],[-3.83865472],1.0,-2888316772.5435076,1839010687.5989141,[9.19505342e+09],[6.19220718],[2.40420473],[3.53457748],[4.58075879],1.0,-8.393023311484436e+18,5.34389429179629e+18,[2.67194715e+19],[0.0793591],[0.11664026],[3.10578041],[0.09087166],Лимфоциты#_dinam_fact,LinearRegression on flatten vector,4
41,1.0,-2.2962518881255568e+20,-6.431029992306878e+19,[-3.215515e+20],[-2.91538633],[0.0483161],[-1240.02379453],[-13.69120683],1.0,-316308294.5390566,201395681.65314755,[1.00697824e+09],[16.26225289],[2.89080282],[17.39564452],[126.89760273],1.0,-6.352552522406771e+19,4.044712841006221e+19,[2.02235642e+20],[4.09668728],[10.00031887],[113.66925903],[2.57860227],АСТ_dinam_fact,LinearRegression on flatten vector,4
42,1.0,-3.1458016624494327e+20,-8.810333459355633e+19,[-4.40516673e+20],[-0.3225885],[-0.67320229],[-0.46414817],[-0.89664317],1.0,-3062252459.707261,1949756708.4823914,[9.74878352e+09],[3.13568124],[5.13036255],[6.77633067],[4.33521729],1.0,-1.3599331840026306e+20,8.658785886215619e+19,[4.32939294e+20],[1.24424173],[1.6160454],[2.56596229],[1.54817394],ЧСС_dinam_fact,LinearRegression on flatten vector,4
43,1.0,-5.3477854006775276e+19,-1.4977350038132023e+19,[-7.48867502e+19],[0.5361692],[-0.04558974],[-3.0005179],[-0.0900142],1.0,-274164634.2540863,174562497.6809449,[8.72812404e+08],[15.4736221],[12.1107249],[37.21468025],[19.16283333],1.0,-7.787948012575377e+18,4.958638786605136e+18,[2.47931939e+19],[0.16842618],[0.48492744],[0.75829466],[0.2030684],ЧДД_dinam_fact,LinearRegression on flatten vector,4
44,1.0,-4.420913099315552e+19,-1.2381492153410521e+19,[-6.19074608e+19],[-4.98819465],[-0.33935059],[-12.18672513],[-1.6890918],1.0,-789285546.5184138,502543764.05164266,[2.51271795e+09],[6.64219347],[4.01986804],[7.11172523],[855.81080087],1.0,-3.4156683519549297e+19,2.1747789719236305e+19,[1.08738949e+20],[0.9545556],[1.51448221],[18.15100468],[0.63860889],Билирубин общий_dinam_fact,LinearRegression on flatten vector,4
45,1.0,-9.186053496200849e+18,-2.572704930608768e+18,[-1.28635247e+19],[0.26573201],[-0.33263585],[-104.34179461],[-0.47111889],1.0,-355870365.3051982,226585076.8185438,[1.13292532e+09],[1.81537549],[3.13686798],[46.48328821],[12.04264581],1.0,-2.4687079285525115e+18,1.5718429126072212e+18,[7.85921456e+18],[0.7527577],[0.9257537],[59.99009925],[0.36514184],MPV- Средн.объем тромбоцитов_dinam_fact,LinearRegression on flatten vector,4
46,1.0,-2.7091079366165922e+20,-7.587301063473427e+19,[-3.79365053e+20],[-0.61586345],[-0.29204096],[-28.46925685],[-0.35433093],1.0,-1499016451.8242044,954433847.4110122,[4.77216922e+09],[3.71506768],[4.25889289],[4.22139479],[8.29783415],1.0,-4.0142053917419635e+19,2.5558715236349944e+19,[1.27793576e+20],[0.91354764],[0.64419113],[13.84650561],[0.52306367],PCT- Тромбокрит_dinam_fact,LinearRegression on flatten vector,4
47,1.0,-1.0627813996483802e+20,-2.9764936032274248e+19,[-1.4882468e+20],[-0.31740073],[-1.39294938],[-1.39959125],[-0.19995342],1.0,-782910653.4250247,498484486.1769655,[2.49242239e+09],[12.86283589],[18.80807334],[3.0419004],[6.3654367],1.0,-3.1656767197759545e+19,2.0156076213126922e+19,[1.00780381e+20],[0.81927586],[1.03342844],[6.77712651],[0.86298105],Лимфоциты%_dinam_fact,LinearRegression on flatten vector,4
48,1.0,-7070802851287950.0,-1980294297915259.8,[-9.90147149e+15],[0.84512914],[0.58510675],[-21.50449444],[0.81252779],1.0,-1692869.6062547974,1077864.0956471884,[5389313.99766708],[1.12313478],[0.86786105],[3.56971496],[0.91985807],1.0,-1.071924619556432e+16,6825016019966704.0,[3.41250801e+16],[0.60404608],[0.4928206],[5.66546137],[0.09306205],снижение_сознания_dinam_fact,LinearRegression on flatten vector,4
49,1.0,-3.0265221496712305e+18,-8.476271622276186e+17,[-4.23813581e+18],[-0.93990328],[-0.4824348],[-7.37948922],[-0.28698904],1.0,-58778173.3173315,37424459.281375796,[1.87122292e+08],[0.59248976],[0.76875524],[2.13962456],[0.66180707],1.0,-6.000597561155447e+17,3.820620754209945e+17,[1.91031038e+18],[0.45367271],[0.70126481],[5.35954462],[0.65111572],Cтепень тяжести по КТ_dinam_fact,LinearRegression on flatten vector,4
50,1.0,-2.4647843839132854e+20,-6.90303288567149e+19,[-3.45151644e+20],[-2.27626097],[0.08297828],[-81.13104773],[-4.926893],1.0,-423666374.4838731,269751241.62149537,[1.34875617e+09],[6.49256408],[3.12942644],[11.87404457],[18.97903739],1.0,-5.5741360744673985e+19,3.5490898624435847e+19,[1.77454493e+20],[1.97877425],[4.73370597],[37.73626443],[1.29639841],Лактатдегидрогеназа_dinam_fact,LinearRegression on flatten vector,4
51,1.0,-1.770063185925932e+19,-4.957352238155463e+18,[-2.47867612e+19],[0.11638623],[0.51398313],[-22.26551185],[0.30725848],1.0,-414484761.90964454,263905237.79009762,[1.31952617e+09],[2.42870004],[4.62737292],[3.84611263],[6.44949154],1.0,-5.918333779780315e+18,3.76824285230294e+18,[1.88412143e+19],[0.46945707],[0.53105684],[11.20822574],[0.29074603],PDW- Индекс расп.по объему тр._dinam_fact,LinearRegression on flatten vector,4
52,1.0,-7.074092807024445e+17,-1.98121570397372e+17,[-9.90607852e+17],[-84.11742437],[-31.35669155],[-200.74461037],[-10.41870982],1.0,-9491807223.562405,6043497436.291237,[3.02174871e+10],[21.60446285],[37.76760083],[51.88169765],[12.46041834],1.0,-8.042736613971862e+16,5.120864399722926e+16,[2.5604322e+17],[5.99690194],[6.97472838],[97.01862226],[3.10621451],Температура_dinam_fact,LinearRegression on flatten vector,5
53,1.0,-9.021316336830193e+20,-2.5265675874784828e+20,[-1.26328379e+21],[-218.75685748],[-74.971779],[0.73688423],[-230.25691833],1.0,-3204260519.344485,2040174212.9648807,[1.0200871e+10],[24.980126],[11.58166191],[9.83927059],[20.61556532],1.0,-2.7971542477404646e+18,1.7809668891686034e+18,[8.90483445e+18],[2.51786431],[2.87917468],[5.60747232],[3.98268407],Лимфоциты#_dinam_fact,LinearRegression on flatten vector,5
54,1.0,-8.821381987002075e+18,-2.470572693935398e+18,[-1.23528635e+19],[-0.45821145],[-8.55656406],[-1559.07226895],[-30.20671401],1.0,-136629458.2707488,86992915.12877724,[4.34964523e+08],[10.52546046],[10.15453174],[15.30198962],[17.14945465],1.0,-3.209576644614008e+18,2.0435589981939354e+18,[1.0217795e+19],[1.23144144],[13.79124992],[36.87948037],[5.94905693],АСТ_dinam_fact,LinearRegression on flatten vector,5
55,1.0,-2.039973570977015e+20,-5.713280536124357e+19,[-2.85664027e+20],[-15.20694052],[-40.59553444],[-362.42943086],[-9.5765561],1.0,-3962348904.4357166,2522854225.8875036,[1.26142709e+10],[21.15266561],[59.4569836],[53.09232847],[51.73453883],1.0,-6.165566971373154e+19,3.925657885272967e+19,[1.96282894e+20],[18.6156962],[37.17544649],[630.34744059],[24.95142916],ЧСС_dinam_fact,LinearRegression on flatten vector,5
56,1.0,-7.122056653140393e+18,-1.9946487656736635e+18,[-9.97324383e+18],[-3.6221734],[-13.68592743],[-234.27654426],[-12.73278902],1.0,-181361937.48399705,115474457.76929766,[5.77372058e+08],[55.45768301],[10.43978376],[46.65455276],[118.49512905],1.0,-9.228364142203233e+17,5.875761407055501e+17,[2.9378807e+18],[1.81742322],[4.15962272],[55.81620213],[2.95430054],ЧДД_dinam_fact,LinearRegression on flatten vector,5
57,1.0,-1.4488151504919116e+19,-4.057644431041888e+18,[-2.02882222e+19],[-105.08514407],[-11.62969226],[-219.35971189],[-47.61919901],1.0,-1182473579.4516025,752888930.42682,[3.7644445e+09],[58.46998059],[9.30662329],[30.23950749],[57.06949341],1.0,-2.075974452418386e+19,1.3217868716048435e+19,[6.60893436e+19],[13.64314311],[4.75085266],[288.74576304],[9.41042229],Билирубин общий_dinam_fact,LinearRegression on flatten vector,5
58,1.0,-1.4358069754471868e+19,-4.0212129035207107e+18,[-2.01060645e+19],[-1.53261895],[-95.52620454],[-147.90977734],[-31.88003903],1.0,-685095794.4677517,436205165.7988312,[2.18102565e+09],[4.05889014],[40.32852352],[79.61876661],[56.45633172],1.0,-2.477540054119474e+18,1.577466386253141e+18,[7.88733193e+18],[2.27569555],[48.32475825],[82.5074843],[7.19803186],MPV- Средн.объем тромбоцитов_dinam_fact,LinearRegression on flatten vector,5
59,1.0,-2.665694281147075e+19,-7.465714001599286e+18,[-3.732857e+19],[-9.82820162],[-12.38917275],[-1238.17432064],[-11.8969751],1.0,-830835260.6615415,528998419.62395954,[2.64499202e+09],[4.12430455],[35.5456394],[22.20739208],[14.05528089],1.0,-3.339247996293412e+18,2.1261216184002796e+18,[1.06306081e+19],[5.7840399],[5.36032971],[521.07458751],[3.82523314],PCT- Тромбокрит_dinam_fact,LinearRegression on flatten vector,5
60,1.0,-1.8243803191849058e+19,-5.10947627772228e+18,[-2.55473814e+19],[-28.17607692],[-71.64943314],[-142.74939812],[-11.39292564],1.0,-532180001.7028749,338842612.2577467,[1.69421298e+09],[8.01807945],[41.23832514],[14.24941779],[15.20045708],1.0,-3.960876227013373e+18,2.521916486409086e+18,[1.26095824e+19],[18.44948697],[22.87640554],[478.1386034],[13.38151858],Лимфоциты%_dinam_fact,LinearRegression on flatten vector,5
