,right_r2,left_r2,mean_r2,right_mape,left_mape,mean_mape,right_mse,left_mse,mean_mse,parameter,model,window
36,1.0,-0.00036874466604652767,0.5235478642659003,0.676333728836793,0.1723350545929186,0.42433439171485576,0.5078022108395644,-0.03310215213939127,0.2373500293500866,Cтепень тяжести по КТ_dinam_fact,LSTM on windows,3
37,1.0,0.14878293470417114,0.6448410670688529,1.0,2.0863653022264685,2.8790924457947122,0.3804320020245775,-0.009179360048304303,0.18562632098813658,Лактатдегидрогеназа_dinam_fact,LSTM on windows,3
38,0.9816052207366535,0.48292445819466817,0.7322648394656608,1.0,1.4408257115909562,2.9964103392542114,0.394889080384178,-0.00319307643329958,0.19584800197543922,PDW- Индекс расп.по объему тр._dinam_fact,LSTM on windows,3
39,1.0,-1.7084906201519303,-0.0012303220589702235,1.0,-1.1749875612396066,6.049911908016998,0.5574109542454753,-0.14705842598647706,0.2051762641294991,Температура_dinam_fact,LSTM on windows,4
40,1.0,-1.513469644829588,0.044294512888158444,1.0,0.6373094194621216,1.7793218240388644,1.0,-1.2436095643246259,0.8204870010360441,Лимфоциты#_dinam_fact,LSTM on windows,4
41,0.8988638314175057,0.5763087294084339,0.7375862804129698,1.0,-1.0356599030260547,4.038474436569991,1.0,-1.000201349026485,0.877789669445152,АСТ_dinam_fact,LSTM on windows,4
42,1.0,-0.2843966973987214,0.44648605108665845,1.0,0.4018112047082494,3.7778843391673647,1.0,-0.1606061551557556,0.5415322551653285,ЧСС_dinam_fact,LSTM on windows,4
43,1.0,0.517105504756951,0.8057211354415879,1.0,0.8692751727605375,8.030189242287786,0.16149366227215012,-0.03145726874247773,0.0650181967648362,ЧДД_dinam_fact,LSTM on windows,4
44,1.0,-0.008993579981150579,0.5877410219830428,1.0,-15.750981273131618,17.703439828780375,1.0,-0.4809998925885809,0.4008180618473532,Билирубин общий_dinam_fact,LSTM on windows,4
45,1.0,0.38811321749694905,0.7286362578942374,1.0,0.19643797256312734,4.636852602883277,0.4077426188123374,-0.03224916426550753,0.18774672727341496,MPV- Средн.объем тромбоцитов_dinam_fact,LSTM on windows,4
46,1.0,0.1410835086194986,0.6609293703340035,1.0,-77.14596551434738,51.18331391657878,0.31120521778145477,-0.03801773344000009,0.13659374217072734,PCT- Тромбокрит_dinam_fact,LSTM on windows,4
47,1.0,0.02050770874834762,0.5952370666472715,1.0,0.823982247105429,4.2845341883096975,0.6500166568915712,-0.12133826108354173,0.2643391979040147,Лимфоциты%_dinam_fact,LSTM on windows,4
48,1.0,0.8457001010834001,0.9250291769132659,0.9742177565557917,0.030492294849272072,0.5023550257025319,0.5550848878509609,-0.0971496356576029,0.22896762609667898,снижение_сознания_dinam_fact,LSTM on windows,4
49,1.0,0.017997586383087905,0.5678842126679441,0.6150198696150936,0.11128637549889264,0.3631531225569931,0.4052127994048942,-0.06495870177928978,0.17012704881280222,Cтепень тяжести по КТ_dinam_fact,LSTM on windows,4
50,1.0,0.43671247438108185,0.7278711125066517,1.0,0.6359857246967933,2.195853697471957,0.6083916047235609,-0.05998698804642222,0.27420230833856934,Лактатдегидрогеназа_dinam_fact,LSTM on windows,4
51,1.0,0.5358009386293905,0.7923843346302671,1.0,0.9096277625782445,1.7343524544205753,0.3127404002182655,-0.03516411753223786,0.13878814134301382,PDW- Индекс расп.по объему тр._dinam_fact,LSTM on windows,4
52,1.0,-0.3921943401708394,0.3659832983208454,1.0,-3.833681355659788,5.81469022948102,0.2753365605492459,-0.04122992704257289,0.1170533167533365,Температура_dinam_fact,LSTM on windows,5
53,1.0,-2.8127032492022233,-0.4497111650045946,1.0,0.42480760179832755,1.8081833293258858,1.0,-2.5771166445159843,1.6712047165622674,Лимфоциты#_dinam_fact,LSTM on windows,5
54,0.9933791623633813,0.5365754143546163,0.7649772883589988,1.0,-0.055129250904810245,1.1378646970165225,0.3170714832157677,-0.053485158053476006,0.13179316258114587,АСТ_dinam_fact,LSTM on windows,5
55,1.0,0.3440282279702728,0.708691906740469,1.0,-2.8891457846459376,4.826666879981206,0.5150139940727916,-0.00048106507403072873,0.2572664644993804,ЧСС_dinam_fact,LSTM on windows,5
56,1.0,0.4386239844829972,0.7564677979090444,1.0,1.8823989042284746,5.529788429409038,0.1681308986787148,-0.0219683373347834,0.0730812806719657,ЧДД_dinam_fact,LSTM on windows,5
57,0.9966774035214218,0.0957491328992569,0.5462132682103393,1.0,0.38936001477675775,1.611841220175318,1.0,-0.8170869832510813,0.6597833859611435,Билирубин общий_dinam_fact,LSTM on windows,5
58,1.0,0.23603298616130347,0.6893968376018652,1.0,-0.4420688643367825,2.7118733101018053,0.35061355211311046,-0.03965567597525349,0.15547893806892849,MPV- Средн.объем тромбоцитов_dinam_fact,LSTM on windows,5
59,1.0,-0.15645861645680825,0.532933202536231,1.0,-0.3055342385411379,1.4929737486764743,0.36947470485201717,-0.038313682452066206,0.16558051119997547,PCT- Тромбокрит_dinam_fact,LSTM on windows,5
60,1.0,-0.24513445839273262,0.5103114973737821,1.0,-1.1237598263515727,2.1319197455131675,0.6195417648008368,-0.12830440151194772,0.24561868164444453,Лимфоциты%_dinam_fact,LSTM on windows,5
61,1.0,0.2273825124532068,0.6952375115758225,1.0,-0.1925345764675893,0.5703478670295847,1.0,-0.23257444190620769,0.41634137122578874,снижение_сознания_dinam_fact,LSTM on windows,5
62,1.0,-0.0804610942055668,0.5025033012536582,0.5169656353777882,0.17949782376257029,0.3482317295701792,0.29316603653513784,-0.006513302864746329,0.14332636683519576,Cтепень тяжести по КТ_dinam_fact,LSTM on windows,5
63,1.0,0.5602119903674372,0.8240100663542018,1.0,0.6836925012031477,1.2144253080048002,0.22204738439215224,-0.04798641064344042,0.08703048687435591,Лактатдегидрогеназа_dinam_fact,LSTM on windows,5
64,1.0,0.4437389881130024,0.7430106287320646,1.0,-0.061781013315637345,2.035299307779882,0.2946472514178801,-0.015610059672704124,0.139518595872588,PDW- Индекс расп.по объему тр._dinam_fact,LSTM on windows,5
